code,country,year,subject,level,sourcetest,n_res,hlo,hlo_se,hlo_m,hlo_m_se,hlo_f,hlo_f_se,region,incomegroup
ECU,Ecuador,2006,reading,pri,LLECE,1,425.42062,5.1135812,423.65024,4.9989676,426.99387,5.0811367,Latin America & Caribbean,Upper middle income
ECU,Ecuador,2013,math,pri,LLECE,1,391.86984,5.3774109,386.3107,5.8132625,396.64825,5.6192346,Latin America & Caribbean,Upper middle income
ECU,Ecuador,2013,reading,pri,LLECE,1,448.05856,4.2895374,449.02817,4.160552,447.22437,4.2920976,Latin America & Caribbean,Upper middle income
ECU,Ecuador,2013,science,pri,LLECE,1,432.11401,4.1711035,430.46725,4.1565275,433.51349,4.0851598,Latin America & Caribbean,Upper middle income
EGY,Egypt,2003,math,sec,TIMSS,1,406.16821,3.5046403,405.70291,5.0208578,406.65988,4.3610659,Middle East & North Africa,Lower middle income
EGY,Egypt,2003,science,sec,TIMSS,1,421.1171,3.8979058,420.72614,5.4774213,421.51538,4.7826958,Middle East & North Africa,Lower middle income
EGY,Egypt,2007,math,sec,TIMSS,1,390.55731,3.5709755,383.98953,4.5872865,397.26376,4.9953418,Middle East & North Africa,Lower middle income
EGY,Egypt,2007,science,sec,TIMSS,1,408.24207,3.5632005,399.86163,4.6102004,416.79941,4.7977366,Middle East & North Africa,Lower middle income
EGY,Egypt,2013,reading,pri,EGRA,1,351.17316,3.8556886,341.22507,3.5526805,360.75714,3.5496881,Middle East & North Africa,Lower middle income
EGY,Egypt,2015,math,sec,TIMSS,1,392.22696,4.0228291,387.33502,5.0076442,396.56964,5.4815307,Middle East & North Africa,Lower middle income
EGY,Egypt,2015,science,sec,TIMSS,1,370.7767,4.243855,363.79688,5.5032282,376.97284,5.7948027,Middle East & North Africa,Lower middle income
EGY,Egypt,2016,reading,pri,PIRLS,1,330.47116,5.6193023,311.9906,6.5505085,349.36313,5.5371423,Middle East & North Africa,Lower middle income
ESP,Spain,2000,math,sec,PISA,1,497.74402,3.4676638,507.42307,3.4849026,490.64767,3.463902,Europe & Central Asia,High income
ESP,Spain,2000,reading,sec,PISA,1,492.55298,2.7084625,481.21506,3.3523481,505.35147,2.7625239,Europe & Central Asia,High income
ESP,Spain,2000,science,sec,PISA,1,512.1228,2.8421938,513.12085,2.7631776,512.48523,2.8632605,Europe & Central Asia,High income
ESP,Spain,2003,math,sec,PISA,1,505.87863,3.0048015,510.03503,2.9699674,501.84598,2.8579578,Europe & Central Asia,High income
ESP,Spain,2003,reading,sec,PISA,1,480.53799,2.6013105,460.65518,3.7805624,499.78329,2.4806573,Europe & Central Asia,High income
ESP,Spain,2003,science,sec,PISA,1,508.79193,2.5099022,510.52899,2.5492616,507.10306,2.5099063,Europe & Central Asia,High income
ESP,Spain,2006,math,sec,PISA,1,501.11871,2.9236977,505.03,2.898711,497.11935,2.7934124,Europe & Central Asia,High income
ESP,Spain,2006,reading,pri,PIRLS,1,512.50391,2.4819047,510.52722,3.0744102,514.61206,2.5963705,Europe & Central Asia,High income
ESP,Spain,2006,reading,sec,PISA,1,460.83011,2.2335553,443.32932,2.5838842,478.72495,2.2848058,Europe & Central Asia,High income
ESP,Spain,2006,science,sec,PISA,1,509.94537,2.5187919,511.81082,2.4656458,508.0379,2.4415743,Europe & Central Asia,High income
ESP,Spain,2009,math,sec,PISA,1,504.38617,2.7525637,512.96844,2.706557,495.51956,2.6788671,Europe & Central Asia,High income
ESP,Spain,2009,reading,sec,PISA,1,481.04233,2.020057,466.8204,2.2108636,495.73553,2.2081194,Europe & Central Asia,High income
ESP,Spain,2009,science,sec,PISA,1,509.79825,2.084512,512.8656,1.9572635,506.62924,2.108438,Europe & Central Asia,High income
ESP,Spain,2011,math,pri,TIMSS,1,482.42932,2.9144471,487.85544,3.4275265,476.79294,3.0793748,Europe & Central Asia,High income
ESP,Spain,2011,reading,pri,PIRLS,1,513.06042,2.3203826,510.65103,2.7749755,515.52802,2.4761229,Europe & Central Asia,High income
ESP,Spain,2011,science,pri,TIMSS,1,505.15222,2.9601316,509.8389,3.6942043,500.28391,2.7623303,Europe & Central Asia,High income
ESP,Spain,2012,math,sec,PISA,1,505.14969,2.700381,512.63818,2.6227846,497.42868,2.6396,Europe & Central Asia,High income
ESP,Spain,2012,reading,sec,PISA,1,487.93918,1.9090081,473.80624,2.3215528,502.5108,1.9203694,Europe & Central Asia,High income
ESP,Spain,2012,science,sec,PISA,1,516.89154,1.976946,520.07269,1.8921585,513.61169,1.8890108,Europe & Central Asia,High income
ESP,Spain,2015,math,pri,TIMSS,1,505.09491,2.4182842,510.87265,2.6949255,499.15582,2.7078383,Europe & Central Asia,High income
ESP,Spain,2015,math,sec,PISA,1,506.55804,2.7338099,513.95618,2.6872542,499.1796,2.7696421,Europe & Central Asia,High income
ESP,Spain,2015,reading,sec,PISA,1,495.57645,2.3637626,485.44113,3.0366166,505.68472,2.8255222,Europe & Central Asia,High income
ESP,Spain,2015,science,pri,TIMSS,1,518.19794,2.5823452,521.12579,2.866363,515.18829,2.9622171,Europe & Central Asia,High income
ESP,Spain,2015,science,sec,PISA,1,513.72241,1.9938698,516.61383,2.0880432,510.83865,2.1156616,Europe & Central Asia,High income
ESP,Spain,2016,reading,pri,PIRLS,1,527.73962,1.7757138,523.58997,2.6101766,531.99408,1.4967326,Europe & Central Asia,High income
EST,Estonia,2003,math,sec,TIMSS,1,530.91547,2.9966183,529.76904,3.3169746,532.06763,3.3806026,Europe & Central Asia,High income
EST,Estonia,2003,science,sec,TIMSS,1,552.25757,2.4557498,550.69336,2.8585627,553.82959,2.7735221,Europe & Central Asia,High income
EST,Estonia,2006,math,sec,PISA,1,533.11108,3.2536538,533.75647,3.0720119,532.43408,3.0691292,Europe & Central Asia,High income
EST,Estonia,2006,reading,sec,PISA,1,500.74976,2.9269412,478.40906,3.1871421,524.18634,3.1446471,Europe & Central Asia,High income
EST,Estonia,2006,science,sec,PISA,1,547.15363,2.4402049,545.58105,2.4567084,548.80341,2.4608488,Europe & Central Asia,High income
EST,Estonia,2009,math,sec,PISA,1,530.82727,3.1344299,534.75946,2.9695842,526.60681,3.090579,Europe & Central Asia,High income
EST,Estonia,2009,reading,sec,PISA,1,500.96185,2.6354797,479.64926,2.9299197,523.83704,2.7508247,Europe & Central Asia,High income
EST,Estonia,2009,science,sec,PISA,1,544.07074,2.5681703,543.73267,2.5498571,544.43365,2.5766644,Europe & Central Asia,High income
EST,Estonia,2012,math,sec,PISA,1,538.62842,2.6063483,541.09473,2.7175348,536.21106,2.7043791,Europe & Central Asia,High income
EST,Estonia,2012,reading,sec,PISA,1,516.29419,2.0316207,494.31903,2.4319313,537.83289,2.2620833,Europe & Central Asia,High income
EST,Estonia,2012,science,sec,PISA,1,555.82458,2.0104926,554.76154,2.0190058,556.86646,2.0613453,Europe & Central Asia,High income
EST,Estonia,2015,math,sec,PISA,1,537.68909,2.6830933,540.04688,2.6803162,535.23419,2.7300084,Europe & Central Asia,High income
EST,Estonia,2015,reading,sec,PISA,1,519.14288,2.2176883,505.48633,2.940464,533.362,2.2852206,Europe & Central Asia,High income
EST,Estonia,2015,science,sec,PISA,1,549.58002,2.0826583,550.96979,2.1355486,548.13306,2.0569456,Europe & Central Asia,High income
ETH,Ethiopia,2010,reading,pri,EGRA,0,343.61465,3.1802373,348.78143,3.2849627,338.37201,3.2981997,Sub-Saharan Africa,Low income
FIN,Finland,2000,math,sec,PISA,1,553.06079,2.7844632,553.51898,2.6728463,552.63367,2.7506456,Europe & Central Asia,High income
FIN,Finland,2000,reading,sec,PISA,1,546.46912,2.5782092,520.1156,2.997715,571.36365,2.7802389,Europe & Central Asia,High income
FIN,Finland,2000,science,sec,PISA,1,552.6521,2.4855833,549.83313,2.392025,555.45129,2.3904431,Europe & Central Asia,High income
FIN,Finland,2003,math,sec,PISA,1,560.57129,2.5360692,564.00269,2.5371513,557.15906,2.5104525,Europe & Central Asia,High income
FIN,Finland,2003,reading,sec,PISA,1,543.46252,1.6416433,521.39038,2.205148,565.41156,1.9664278,Europe & Central Asia,High income
FIN,Finland,2003,science,sec,PISA,1,561.73065,2.0098553,559.09723,1.9093391,564.34943,1.9467027,Europe & Central Asia,High income
FIN,Finland,2006,math,sec,PISA,1,564.33185,2.8757818,569.77985,2.8901324,558.96027,2.9231274,Europe & Central Asia,High income
FIN,Finland,2006,reading,sec,PISA,1,546.86829,2.1471896,521.39227,2.7455161,571.98706,2.3231685,Europe & Central Asia,High income
FIN,Finland,2006,science,sec,PISA,1,574.80487,2.0152035,573.45264,2.0634754,576.13812,2.0239623,Europe & Central Asia,High income
FIN,Finland,2009,math,sec,PISA,1,557.07349,2.7700951,558.26251,2.835995,555.87958,2.8146715,Europe & Central Asia,High income
FIN,Finland,2009,reading,sec,PISA,1,535.87799,2.2538283,508.38687,2.5789685,563.48181,2.3944771,Europe & Central Asia,High income
FIN,Finland,2009,science,sec,PISA,1,566.80048,2.2415333,560.10852,2.331811,573.5199,2.3870747,Europe & Central Asia,High income
FIN,Finland,2011,math,pri,TIMSS,1,545.43787,2.3487175,548.86694,2.9146061,541.8244,2.4993012,Europe & Central Asia,High income
FIN,Finland,2011,math,sec,TIMSS,1,514.03394,2.480118,511.8848,2.7394674,516.32648,2.6953409,Europe & Central Asia,High income
FIN,Finland,2011,reading,pri,PIRLS,1,567.87048,1.8813028,557.82111,2.1804132,578.37537,2.279789,Europe & Central Asia,High income
FIN,Finland,2011,science,pri,TIMSS,1,570.22058,2.5576739,570.42749,3.0426686,570.00256,2.8633287,Europe & Central Asia,High income
FIN,Finland,2011,science,sec,TIMSS,1,552.35229,2.470154,549.99402,3.0958509,554.86786,2.4304798,Europe & Central Asia,High income
FIN,Finland,2012,math,sec,PISA,1,536.96936,2.623373,535.71301,2.6758971,538.29565,2.6187747,Europe & Central Asia,High income
FIN,Finland,2012,reading,sec,PISA,1,524.02167,2.3816524,494.00647,3.1450841,555.70813,2.3772409,Europe & Central Asia,High income
FIN,Finland,2012,science,sec,PISA,1,559.32062,2.2299597,552.38794,2.182934,566.63934,2.1794777,Europe & Central Asia,High income
FIN,Finland,2015,math,pri,TIMSS,1,535.28802,1.9831642,530.79028,2.5742543,540.13177,2.2238023,Europe & Central Asia,High income
FIN,Finland,2015,math,sec,PISA,1,529.87787,2.8508968,526.52869,2.870621,533.47113,2.8593483,Europe & Central Asia,High income
FIN,Finland,2015,reading,sec,PISA,1,526.42474,2.5465765,503.97458,2.9545903,550.51117,2.8218598,Europe & Central Asia,High income
FIN,Finland,2015,science,pri,TIMSS,1,553.81317,2.2653484,548.11859,2.7884309,559.94574,2.2118466,Europe & Central Asia,High income
FIN,Finland,2015,science,sec,PISA,1,546.52094,2.3368411,538.57007,2.2855046,555.05133,2.2663465,Europe & Central Asia,High income
FIN,Finland,2016,reading,pri,PIRLS,1,566.00702,1.7678403,555.17017,2.1941798,576.87634,1.8874274,Europe & Central Asia,High income
FRA,France,2000,math,sec,PISA,1,535.49091,3.1315231,542.57825,3.0666344,529.50873,3.309798,Europe & Central Asia,High income
FRA,France,2000,reading,sec,PISA,1,504.7424,2.7279408,490.29941,3.4959469,519.06293,2.7230711,Europe & Central Asia,High income
FRA,France,2000,science,sec,PISA,1,520.3905,3.0284398,523.50543,3.0472312,518.27765,3.0523491,Europe & Central Asia,High income
FRA,France,2001,reading,pri,PIRLS,1,525.17017,2.3674767,519.99365,3.0457928,530.72766,2.6729784,Europe & Central Asia,High income
FRA,France,2003,math,sec,PISA,1,529.62152,3.0462756,533.76019,3.0044882,525.89136,3.1773651,Europe & Central Asia,High income
FRA,France,2003,reading,sec,PISA,1,496.18878,2.6778398,476.09998,3.7853966,514.29449,3.1818709,Europe & Central Asia,High income
FRA,France,2003,science,sec,PISA,1,529.69025,2.8685403,529.64752,2.7758672,529.72876,2.8172121,Europe & Central Asia,High income
FRA,France,2006,math,sec,PISA,1,515.51782,3.5361276,518.58679,3.3429492,512.62195,3.5920551,Europe & Central Asia,High income
FRA,France,2006,reading,pri,PIRLS,1,521.59344,2.0659337,516.22278,2.4122612,527.31384,2.4188452,Europe & Central Asia,High income
FRA,France,2006,reading,sec,PISA,1,487.70624,4.0644088,469.77237,5.1698918,504.629,3.9009829,Europe & Central Asia,High income
FRA,France,2006,science,sec,PISA,1,515.8299,3.1249397,517.00745,3.1806293,514.71875,3.1391611,Europe & Central Asia,High income
FRA,France,2009,math,sec,PISA,1,516.66748,3.4769344,524.37097,3.3531847,509.34195,3.3959351,Europe & Central Asia,High income
FRA,France,2009,reading,sec,PISA,1,495.61655,3.4418676,475.04233,4.3026366,515.18115,3.4377642,Europe & Central Asia,High income
FRA,France,2009,science,sec,PISA,1,518.4339,3.2677329,519.91663,3.4544642,517.02399,3.5692811,Europe & Central Asia,High income
FRA,France,2011,reading,pri,PIRLS,1,520.00067,2.5686693,517.59326,2.3903124,522.46521,3.3557782,Europe & Central Asia,High income
FRA,France,2012,math,sec,PISA,1,515.00616,3.0393987,519.0448,2.9968309,511.1875,2.9961543,Europe & Central Asia,High income
FRA,France,2012,reading,sec,PISA,1,505.48148,2.8263888,482.97153,3.808897,526.76538,3.0072055,Europe & Central Asia,High income
FRA,France,2012,science,sec,PISA,1,519.07819,2.4561591,517.99176,2.4915531,520.10541,2.5678775,Europe & Central Asia,High income
FRA,France,2015,math,pri,TIMSS,1,488.16785,2.8442419,491.14133,3.1115108,485.0347,3.2216287,Europe & Central Asia,High income
FRA,France,2015,math,sec,PISA,1,513.09845,2.6486304,515.88135,2.7686963,510.35706,2.7662194,Europe & Central Asia,High income
FRA,France,2015,reading,sec,PISA,1,499.30615,2.5070198,484.62927,3.3414006,513.76404,3.2837389,Europe & Central Asia,High income
FRA,France,2015,science,pri,TIMSS,1,487.4007,2.6046329,487.39484,2.7361765,487.36688,2.9955256,Europe & Central Asia,High income
FRA,France,2015,science,sec,PISA,1,515.62012,2.0488262,516.44946,2.0388885,514.80316,2.074899,Europe & Central Asia,High income
FRA,France,2016,reading,pri,PIRLS,1,511.24399,2.1491079,507.28894,2.3306231,515.14771,2.6901615,Europe & Central Asia,High income
GAB,Gabon,2006,reading,pri,PASEC,1,443.16043,9.3137493,441.98773,9.2023039,444.26459,9.0313063,Sub-Saharan Africa,Upper middle income
GBR,United Kingdom,2000,math,sec,PISA,1,546.62622,2.9772761,551.29761,2.9641058,543.87048,3.0146918,Europe & Central Asia,High income
GBR,United Kingdom,2000,reading,sec,PISA,1,523.4433,2.5611463,511.56064,3.031656,537.19128,3.4476655,Europe & Central Asia,High income
GBR,United Kingdom,2000,science,sec,PISA,1,547.70142,2.6287839,550.276,2.5665028,547.18921,2.6937919,Europe & Central Asia,High income
GBR,United Kingdom,2003,math,sec,PISA,1,527.27289,2.999265,530.54871,2.8775835,524.39148,2.9592798,Europe & Central Asia,High income
GBR,United Kingdom,2003,reading,sec,PISA,1,507.01276,2.4638922,491.82339,3.0724423,520.37311,3.623631,Europe & Central Asia,High income
GBR,United Kingdom,2003,science,sec,PISA,1,535.90613,2.4362543,537.4837,2.4630158,534.51849,2.4237564,Europe & Central Asia,High income
GBR,United Kingdom,2006,math,sec,PISA,1,515.43079,2.8193107,523.2204,2.8644457,507.78223,2.9129713,Europe & Central Asia,High income
GBR,United Kingdom,2006,reading,sec,PISA,1,495.0835,2.2551866,480.3699,3.0383618,509.5307,2.5753789,Europe & Central Asia,High income
GBR,United Kingdom,2006,science,sec,PISA,1,532.76282,2.2430735,537.159,2.3103158,528.44617,2.2062178,Europe & Central Asia,High income
GBR,United Kingdom,2009,math,sec,PISA,1,512.63055,2.9768579,522.2713,2.8826478,503.34229,2.9353828,Europe & Central Asia,High income
GBR,United Kingdom,2009,reading,sec,PISA,1,494.18201,2.2804699,481.38312,3.4914746,506.51288,2.8911583,Europe & Central Asia,High income
GBR,United Kingdom,2009,science,sec,PISA,1,531.84204,2.5791118,536.00812,2.3353469,527.82825,2.465898,Europe & Central Asia,High income
GBR,United Kingdom,2012,math,sec,PISA,1,514.0354,3.6179402,519.91364,3.7842269,508.38016,3.4408679,Europe & Central Asia,High income
GBR,United Kingdom,2012,reading,sec,PISA,1,499.32312,3.4999783,486.63086,4.545198,511.53378,3.8300717,Europe & Central Asia,High income
GBR,United Kingdom,2012,science,sec,PISA,1,532.2049,3.0445588,537.82697,3.316539,526.7962,3.0797548,Europe & Central Asia,High income
GBR,United Kingdom,2015,math,sec,PISA,1,512.69006,2.9475279,517.97809,3.1751165,507.23392,3.0125272,Europe & Central Asia,High income
GBR,United Kingdom,2015,reading,sec,PISA,1,497.97192,2.7693772,487.19611,2.932483,509.09039,3.4642055,Europe & Central Asia,High income
GBR,United Kingdom,2015,science,sec,PISA,1,527.9549,2.5755942,528.27429,2.3952606,527.62531,2.4621267,Europe & Central Asia,High income
GEO,Georgia,2006,reading,pri,PIRLS,1,470.8356,3.1381118,462.64359,3.7706299,479.71432,3.2899375,Europe & Central Asia,Lower middle income
GEO,Georgia,2007,math,pri,TIMSS,1,438.45795,4.2070508,437.14151,4.929554,439.94812,4.2153845,Europe & Central Asia,Lower middle income
GEO,Georgia,2007,math,sec,TIMSS,1,409.61661,5.9496961,407.54208,6.6662016,411.72748,5.9455872,Europe & Central Asia,Lower middle income
GEO,Georgia,2007,science,pri,TIMSS,1,417.63724,4.5564151,412.78931,5.1190825,423.12512,4.6683731,Europe & Central Asia,Lower middle income
GEO,Georgia,2007,science,sec,TIMSS,1,420.90253,4.7681713,409.97501,5.212204,432.02142,4.8454437,Europe & Central Asia,Lower middle income
GEO,Georgia,2009,math,sec,PISA,1,408.27185,3.1383343,406.78149,3.2285702,409.80173,3.2911291,Europe & Central Asia,Lower middle income
GEO,Georgia,2009,reading,sec,PISA,1,374.25986,2.8863213,344.32916,3.3542488,404.98526,3.0222738,Europe & Central Asia,Lower middle income
GEO,Georgia,2009,science,sec,PISA,1,409.69089,2.6929145,401.36243,2.7496336,418.24051,2.8138583,Europe & Central Asia,Lower middle income
GEO,Georgia,2011,math,pri,TIMSS,1,450.12381,3.6948612,446.75067,4.9054961,453.80267,3.2395868,Europe & Central Asia,Lower middle income
GEO,Georgia,2011,math,sec,TIMSS,1,431.13879,3.7640789,432.46948,4.363205,429.66547,4.1357789,Europe & Central Asia,Lower middle income
GEO,Georgia,2011,reading,pri,PIRLS,1,487.75571,3.0671394,477.30185,4.0143952,499.15378,2.6609187,Europe & Central Asia,Lower middle income
GEO,Georgia,2011,science,pri,TIMSS,1,454.84158,3.8320868,450.68469,5.0900249,459.37531,3.2050264,Europe & Central Asia,Lower middle income
GEO,Georgia,2011,science,sec,TIMSS,1,419.93631,2.9516008,415.05432,3.4966698,425.3418,3.2747431,Europe & Central Asia,Lower middle income
GEO,Georgia,2015,math,pri,TIMSS,1,463.14908,3.5866613,461.48026,4.2820764,464.91592,3.9701183,Europe & Central Asia,Lower middle income
GEO,Georgia,2015,math,sec,TIMSS,1,453.1954,3.3508894,452.77921,3.9620421,453.65991,3.8111663,Europe & Central Asia,Lower middle income
GEO,Georgia,2015,reading,sec,PISA,1,401.28815,2.9576712,373.75851,4.0804553,431.88196,2.7978351,Europe & Central Asia,Lower middle income
GEO,Georgia,2015,science,pri,TIMSS,1,451.24524,3.740169,449.43283,4.5394692,453.16415,3.9724393,Europe & Central Asia,Lower middle income
GEO,Georgia,2015,science,sec,TIMSS,1,443.16592,3.0822027,442.84753,3.6877034,443.52127,3.4779325,Europe & Central Asia,Lower middle income
GEO,Georgia,2016,reading,pri,PIRLS,1,488.31937,2.7839463,478.81274,3.510884,498.0676,2.6560452,Europe & Central Asia,Lower middle income
GHA,Ghana,2003,math,sec,TIMSS,1,275.70416,4.6573477,283.29559,4.8749318,266.43057,5.051991,Sub-Saharan Africa,Lower middle income
GHA,Ghana,2003,science,sec,TIMSS,1,255.32416,5.8820109,270.93231,6.5051994,236.25754,6.3554177,Sub-Saharan Africa,Lower middle income
GHA,Ghana,2007,math,sec,TIMSS,1,309.36954,4.3641791,319.33011,4.4361854,297.38849,5.0143056,Sub-Saharan Africa,Lower middle income
GHA,Ghana,2007,science,sec,TIMSS,1,303.27249,5.3558221,316.35492,5.6105666,287.53632,5.9080348,Sub-Saharan Africa,Lower middle income
GHA,Ghana,2011,math,sec,TIMSS,1,330.83057,4.3367362,341.95081,4.3051581,318.49066,4.8117719,Sub-Saharan Africa,Lower middle income
GHA,Ghana,2011,science,sec,TIMSS,1,305.99301,5.232698,320.10495,5.4475846,290.33334,5.6932554,Sub-Saharan Africa,Lower middle income
GHA,Ghana,2013,reading,pri,EGRA,1,267.93695,3.1369853,269.56897,3.1134865,266.25415,3.1747639,Sub-Saharan Africa,Lower middle income
GIN,Guinea,2006,reading,pri,PASEC,1,360.38644,8.1651306,372.46545,7.2905149,344.98578,7.4886389,Sub-Saharan Africa,Low income
GMB,Gambia,2007,reading,pri,EGRA,1,338.87387,4.531415,350.32324,4.6470437,329.09808,4.5077987,Sub-Saharan Africa,Low income
GMB,Gambia,2009,reading,pri,EGRA,1,386.26828,4.8170147,388.47159,4.7003918,384.40088,4.8263841,Sub-Saharan Africa,Low income
GMB,Gambia,2011,reading,pri,EGRA,1,312.33548,4.2196593,309.65738,4.3497834,314.96606,4.3420196,Sub-Saharan Africa,Low income
GRC,Greece,2000,math,sec,PISA,1,470.56052,5.4504619,474.16959,5.7228694,468.13504,5.4252663,Europe & Central Asia,High income
GRC,Greece,2000,reading,sec,PISA,1,473.79886,4.970149,455.6763,6.0704923,492.71948,4.625946,Europe & Central Asia,High income
GRC,Greece,2000,science,sec,PISA,1,485.81027,4.4331417,482.7121,4.6608958,489.11224,4.5914001,Europe & Central Asia,High income
GRC,Greece,2001,reading,pri,PIRLS,1,524.16675,3.4866486,513.84235,4.0419183,534.65753,3.8342395,Europe & Central Asia,High income
GRC,Greece,2003,math,sec,PISA,1,468.73105,4.123642,478.01013,4.1290379,460.08017,4.0404067,Europe & Central Asia,High income
GRC,Greece,2003,reading,sec,PISA,1,472.26688,4.1005754,452.88275,5.101902,490.37061,3.9573839,Europe & Central Asia,High income
GRC,Greece,2003,science,sec,PISA,1,503.53525,3.4322829,509.07733,3.4852941,498.38354,3.4813433,Europe & Central Asia,High income
GRC,Greece,2006,math,sec,PISA,1,481.93735,3.2906644,484.08984,3.4317198,479.76254,3.3886044,Europe & Central Asia,High income
GRC,Greece,2006,reading,sec,PISA,1,459.71118,4.0439911,431.56534,5.6619067,488.1489,3.5096157,Europe & Central Asia,High income
GRC,Greece,2006,science,sec,PISA,1,496.91553,3.0061872,492.00119,2.8792474,501.88083,3.1049337,Europe & Central Asia,High income
GRC,Greece,2009,math,sec,PISA,1,488.30884,4.0242891,494.81122,4.1346855,482.03445,4.2226977,Europe & Central Asia,High income
GRC,Greece,2009,reading,sec,PISA,1,482.77625,4.3221526,458.78625,5.4757042,505.92508,3.5371268,Europe & Central Asia,High income
GRC,Greece,2009,science,sec,PISA,1,494.09055,3.8517966,489.80917,3.8072317,498.22183,3.6060684,Europe & Central Asia,High income
GRC,Greece,2012,math,sec,PISA,1,476.18118,3.1869507,479.93817,3.0863073,472.49469,2.9966877,Europe & Central Asia,High income
GRC,Greece,2012,reading,sec,PISA,1,477.19717,3.2674515,451.71835,4.1022668,502.19778,3.1212654,Europe & Central Asia,High income
GRC,Greece,2012,science,sec,PISA,1,491.1517,3.0449934,485.34802,2.9492793,496.84644,3.0237994,Europe & Central Asia,High income
GRC,Greece,2015,math,sec,PISA,1,476.78781,4.1386113,476.83609,4.0909305,476.73547,3.8626394,Europe & Central Asia,High income
GRC,Greece,2015,reading,sec,PISA,1,467.03955,4.3386974,449.13623,5.1319599,486.46002,4.2290101,Europe & Central Asia,High income
GRC,Greece,2015,science,sec,PISA,1,480.85257,3.6090853,477.18915,3.6044497,484.82645,3.5213737,Europe & Central Asia,High income
GTM,Guatemala,2006,math,pri,LLECE,1,335.48795,5.9609523,339.56631,5.8197465,332.76984,5.8655853,Latin America & Caribbean,Upper middle income
GTM,Guatemala,2006,reading,pri,LLECE,1,427.52585,4.7558231,428.45166,4.7812171,427.17303,4.811594,Latin America & Caribbean,Upper middle income
GTM,Guatemala,2013,math,pri,LLECE,1,367.13254,5.4749193,357.10818,5.53438,376.93332,5.5251045,Latin America & Caribbean,Upper middle income
GTM,Guatemala,2013,reading,pri,LLECE,1,447.18613,4.0631094,446.62415,4.0889063,447.74963,3.8977618,Latin America & Caribbean,Upper middle income
GTM,Guatemala,2013,science,pri,LLECE,1,413.03836,4.225246,410.20401,3.9829321,415.97864,4.4002571,Latin America & Caribbean,Upper middle income
GUY,Guyana,2008,reading,pri,EGRA,1,324.71838,3.4165165,312.23334,3.4295638,339.02563,3.5766072,Latin America & Caribbean,Upper middle income
HKG,"Hong Kong, SAR China",2000,math,sec,PISA,1,575.5105,3.5360427,583.81464,3.4917774,567.13214,3.5024769,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2000,reading,sec,PISA,1,525.45593,2.9278796,517.64905,4.7748451,533.3103,3.5570221,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2000,science,sec,PISA,1,555.30878,2.9519284,559.14246,2.7749691,551.47937,2.9245412,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2001,reading,pri,PIRLS,1,527.87115,3.0786741,518.93414,3.5425506,538.19977,3.053458,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2003,math,pri,TIMSS,1,574.78223,3.1611063,574.74896,3.3794265,574.81964,3.3592122,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2003,math,sec,TIMSS,1,586.05145,3.3238254,584.97461,4.5524721,587.13287,3.7752001,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2003,reading,sec,PISA,1,509.53516,3.6865954,493.82587,5.3059411,525.35956,3.4937189,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2003,science,pri,TIMSS,1,542.4826,3.059202,541.03217,3.2375891,544.11145,3.2971261,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2003,science,sec,TIMSS,1,556.08905,3.0386286,560.58484,3.8245041,551.57428,3.394006,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2006,math,sec,PISA,1,563.50226,3.1717772,570.79932,3.2031682,556.40509,3.1516557,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2006,reading,pri,PIRLS,1,563.91132,2.3538766,558.97406,2.8192406,569.15631,2.482064,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2006,reading,sec,PISA,1,536.06555,2.422652,520.26477,3.481117,551.43335,2.970633,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2006,science,sec,PISA,1,556.52307,2.4393823,559.46411,2.3739507,553.6626,2.3541942,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2007,math,pri,TIMSS,1,606.802,3.5844352,608.7323,4.4224906,604.76801,3.1913533,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2007,math,sec,TIMSS,1,572.48669,5.7927341,566.78693,7.9963708,578.26624,4.9889441,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2007,science,pri,TIMSS,1,554.18134,3.4977646,555.55817,4.2532463,552.73053,3.6084225,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2007,science,sec,TIMSS,1,530.20929,4.9193449,527.75787,6.5620108,532.69507,4.5381689,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2009,math,sec,PISA,1,570.03308,3.1639884,576.05475,3.0285192,563.26355,3.1957755,East Asia & Pacific,High income
HKG,"Hong Kong, SAR China",2009,reading,sec,PISA,1,533.15125,2.1173594,517.84412,3.3436224,550.35962,2.8237638,East Asia & Pacific,High income
